customer_unique_id,mes,prob_churn
a73e7aa41ad2bb8f870bbe407ab500cf,2018-09-01,0.9448
c01ac50f437f46cc8fffb6d1a01d8631,2018-09-01,0.9444
c9aa56428d8b5bba23a9c7a435b09645,2018-09-01,0.944
d383ccd394fc5ccc2418388b70060ab7,2018-09-01,0.9439
155be55796f02d42350765e7703821f5,2018-09-01,0.9438
6b663f38a6b717c09f4dca07f546fe4b,2018-09-01,0.9438
14f64911f31f3722899596d1095a233e,2018-09-01,0.9438
a734b778c0eaf878d7954324c135d3e2,2018-09-01,0.9436
7da5aafc3bb98bb5da6af4b2bb4b55e4,2018-09-01,0.9435
8f7832ceda9edb617ec4db7ac64aac47,2018-09-01,0.9434
9b74eb2e52bbbb88985c2fb43e02beae,2018-09-01,0.9431
db63d1938f9fd68035212ae046df6917,2018-09-01,0.9431
05cb25c0b98e8d6f839049d97adfecab,2018-09-01,0.9425
c8460e4251689ba205045f3ea17884a1,2018-09-01,0.9424
c4128ac54f10eb8d7cd099250d5d62d3,2018-09-01,0.9424
75d441e15d55741e935e018e42adca06,2018-09-01,0.9422
c8363ce0bc801747400bc4af34cd1705,2018-09-01,0.9422
c9b1fefb2abaaef18c6a3009b1e18cba,2018-09-01,0.9421
f156ecff8cfeef747e99c7b70a1c8c71,2018-09-01,0.9419
1fc8630d25cd738b571a0acc08c2eff7,2018-09-01,0.9418
efd751d25a1eee58e3718c7af7a3ba79,2018-09-01,0.9417
5a25131d21b035dd0b84c17056e7f0a5,2018-09-01,0.9415
c2abc77bf1bc80c51993b0c70ab14226,2018-09-01,0.9413
bcb63903e6e5a3a94181de0c728fbf4a,2018-09-01,0.9409
07547425c8f7a7086f529f2d3b80d21a,2018-09-01,0.9408
13cee990a85633da28745ac856b76704,2018-09-01,0.9407
8dc697d03f771cecc2534534a73eaaf9,2018-09-01,0.94
43da534e5e6c052df9993df486f342b6,2018-09-01,0.9396
eda1b9521cd006dff9400fdc29285097,2018-09-01,0.9388
b659acd60c6a36583dcb78c06639c324,2018-09-01,0.9388
a1cdbc5dca5586402ae4d87f099258a0,2018-09-01,0.9387
195b57be963164644ee9621346d2c3fb,2018-09-01,0.9383
d89cda51daee5f58ebd5d1d12a4575bb,2018-09-01,0.938
83855aa953d1bda3d37b62407695a433,2018-09-01,0.938
46b52cfe48b6e0ad44df00fa06ee853f,2018-09-01,0.9373
4329ca9025968ae028dd7eb9106750fa,2018-09-01,0.9362
fd16ef833c280c8e679d5025535a32e7,2018-09-01,0.9355
d885d4dcc9bb0cbaf3e7aa0fa4af16e0,2018-09-01,0.9354
5a73cc26ef1d615432abc79e05ad7981,2018-09-01,0.9352
84159fbcec32813b7cef06f3cac9cf34,2018-09-01,0.9329
d792207a143bca423ba1685b30e34557,2018-09-01,0.9325
e8de5b217669cd4d0a026f97656068d6,2018-09-01,0.9318
61e55a4c5ac0890968648505e89a0dd5,2018-09-01,0.9317
1f53a28536539df3fecec45ae1e212e8,2018-09-01,0.9317
18ac369326ec0aafe3ae0e397b14102b,2018-09-01,0.9316
b89917b120a313e3cbc951e4122f1e5c,2018-09-01,0.9315
30b782a79466007756f170cb5bd6bbd8,2018-09-01,0.9315
859f40a26e8b81608c6d035211098e9b,2018-09-01,0.9314
48dba87aaffe7709daf57e38ec5d375f,2018-09-01,0.9308
85c9cc82766d61484d4014b8f1d62dd9,2018-09-01,0.9307
e7073ad190896b5cb1afdb51bdb1b708,2018-09-01,0.9307
22a93d651c1f3443f3547fcfd9619840,2018-09-01,0.9303
6ac3770209c7cf2e5b54d47abb41063a,2018-09-01,0.9303
6e3b6d57d3e6ad68922e283f89b22290,2018-09-01,0.9302
09605a03a6f90c9347a279e67dd07cbc,2018-09-01,0.9296
e750aa1589e2bbd986ee68a82cfeb024,2018-09-01,0.9295
6954a50b9d0de5b2c747f12743915254,2018-09-01,0.9294
4b101954db3feefb548a8ff578bb986b,2018-09-01,0.9292
f14f9e4261e5a4543e35297cf9ced50a,2018-09-01,0.929
6a583f4c6790a4c8330beb7612e17f42,2018-09-01,0.9287
f22bff5bbd318b89e51698347cd1837d,2018-09-01,0.9284
c8ce1d59b750fcf05f75188e8104e1f3,2018-09-01,0.9281
c82fcd6d4d15d0b52c8dad81603e46f8,2018-09-01,0.9276
79b490efb74e50979f8cf36425245859,2018-09-01,0.9272
f522be0944683283c4d275471fdc497c,2018-09-01,0.9267
360e5466682fd1c155990ebea3d3af5c,2018-09-01,0.9267
b3a1a221ad27da82c2973f1a108f939c,2018-09-01,0.9264
fafe2f8e0b7065fef995698ef3809fec,2018-09-01,0.9258
d60a2f23557ba7c63bd1be0c3a9df384,2018-09-01,0.9248
e27def83fca14e64279e3a053a0e0924,2018-09-01,0.9247
5ce049f2479d3d89913200539bedf131,2018-09-01,0.9244
557b75f940a01e7ba17ffbf9cc02bb9b,2018-09-01,0.9242
8171af51c2a8d4d1e98dab0f260c57d9,2018-09-01,0.9239
ea3c07aab1b899dd4b1b0db6fb1729a2,2018-09-01,0.9239
80983160f5a84682b0f41774c5e58789,2018-09-01,0.9239
3941d548b98c232be3b02321648523ad,2018-09-01,0.9238
20e575f507faf846b79d7dd349b247eb,2018-09-01,0.9237
88bc2f177d920aa13a40e92c630cc439,2018-09-01,0.9232
c9b254a82a1ab13c17407076046080ad,2018-09-01,0.923
d836cdcc6b2608a7f0ddf11e9b5bb2e5,2018-09-01,0.9229
47bf59d74df990d3aaec20b76a2c9964,2018-09-01,0.9225
1f25cb84d69fb0538ad7893e5e3cc34b,2018-09-01,0.9225
e336a9719ccdcfb34a02d22e84571527,2018-09-01,0.9218
092693d3fdb3339e303e84220fa9c702,2018-09-01,0.9217
b3879dce6b4a3b94b748b6c9b567695e,2018-09-01,0.9216
44482ad67ba7af317fd50e27e5f0f009,2018-09-01,0.9214
5a0243af0c5fb4181605df72296bc464,2018-09-01,0.9214
d81bc4bbe85d4432bbd96d5241268903,2018-09-01,0.9212
25e9454dd5930eccaa4f0e01ea3a7f49,2018-09-01,0.9205
4c353c56435ffa61897f3f012efd4aae,2018-09-01,0.9204
964419499a4f095f129f60a9e45e419b,2018-09-01,0.9203
755b01b2c86cb92e6b25d45f9fa8c238,2018-09-01,0.9202
9cddd676a8bc6d15f3c0c464d382fd2a,2018-09-01,0.9202
1003a1d72627f1a71f255e239aaa4bfd,2018-09-01,0.9202
0e34a60534391f19af7e10f1c8ac28d4,2018-09-01,0.9199
8ec31beb5c890497f1872b5986d3cc26,2018-09-01,0.9199
a90cee8ed0f5b3e060f3127580f0ed49,2018-09-01,0.9197
5b788595ca5779d3a7c1e86834fe2e07,2018-09-01,0.9197
9787d0846546b31493d257d97f714f99,2018-09-01,0.9195
6e8743c0e88d51e1e7b2455707e209e4,2018-09-01,0.9194
1e247c81fc2d6e54fddb0c5b1232bbf7,2018-09-01,0.9192
17b83aab01ad7464bc016d72a928f3ea,2018-09-01,0.9187
bb6069c06ebe289c666ac63a12d1443b,2018-09-01,0.9183
cdd2423c8479dba4e44a9f5d43808651,2018-09-01,0.9178
fbedc79d4d8599f925bb6bd2aa8cc60f,2018-09-01,0.9177
5634e75d99bb303da48151ff3bdba1a1,2018-09-01,0.9176
d0d4c1d3dfb98ee43fda6a93e53e5709,2018-09-01,0.9176
ed7261cebaa1bece63123ff16da4e11e,2018-09-01,0.9175
c1e46a3c0e43e74dc1a0704323c2ee3d,2018-09-01,0.9174
b2e9a05d23ea17713b5d7799f2004f8e,2018-09-01,0.9173
5ff0e0544a91bbb2958305bd29657484,2018-09-01,0.9169
c7e7c9292cbefb5a73573095f0ff21a6,2018-09-01,0.9166
e07ced752d77608fad5260c058e09266,2018-09-01,0.9164
000fbf0473c10fc1ab6f8d2d286ce20c,2018-09-01,0.9158
79cd4aa52496125d2b3af331e6639a4e,2018-09-01,0.9149
4e92726a217d2761c6583830b747b31f,2018-09-01,0.9145
3a4acf4c4c97cc25075d29f8d29f405b,2018-09-01,0.9144
0a38322966d62df297e832d7db9a2d9c,2018-09-01,0.9144
664770508f06c0c2fa1c37fed04a6dd7,2018-09-01,0.9143
2bda8b5ca873c93f2e13ee19397429c8,2018-09-01,0.9142
07fe3cee40551d2377a917fb4f377714,2018-09-01,0.9138
1130878bf821f0b682431f513494c5f4,2018-09-01,0.9136
8ad1d2ae8100995068fbc122a2232c8f,2018-09-01,0.9135
b4a54ad19149ba21e0ac72f81a84865d,2018-09-01,0.9134
fa427d68d9fbdfd9e5cf1235c78a2d1a,2018-09-01,0.9134
746807d0d2357bfbf7c1e66be0b88f21,2018-09-01,0.9132
4ba7b2cf08a22010a5be67659b27615d,2018-09-01,0.913
f1a0948e37cad002a23d21dfcd801de9,2018-09-01,0.912
839a04051a2c347397fd425d01fc3eb2,2018-09-01,0.9119
300b4fbe132eb27cb930a4bf0b9c835d,2018-09-01,0.9113
a80153762f273240190493c26154bd87,2018-09-01,0.9106
b2b8c30ebaecd258b046a58574474c0c,2018-09-01,0.9106
09c8e6d62d590a5a5fab94418b2d651a,2018-09-01,0.9106
c854b68bc405ed4609cbe9f480913864,2018-09-01,0.9105
1b4df9eac3b620a7edbbd5e0ff34b7d4,2018-09-01,0.9103
40e3c65c63fb2f9399614d7c25b7b4ee,2018-09-01,0.9102
012b41c1dae00a092474ca48dc764a00,2018-09-01,0.9101
c4ba7e07879b1e3547efb4ec43c20b0d,2018-09-01,0.9099
55094b4209466f0537cc52a4e3481639,2018-09-01,0.9099
4423ebd2c7b14e34ce996d757895bd3f,2018-09-01,0.9099
d6b7b7b651f4a32b5c16f62c01f3b565,2018-09-01,0.9098
eb305a3d9b1a076a1c6c62fcbb8522bf,2018-09-01,0.9096
a5931be4783e1a1dfbda5c6e145d96bb,2018-09-01,0.9096
5da9d990959ec62109d5430ef741f5ae,2018-09-01,0.9095
144c634298251b2555afab18146796bb,2018-09-01,0.9094
2e2d56c7ec46904b382aee224a3e4bdb,2018-09-01,0.909
79dfc79d89cd016b2b9fb010a9cce86a,2018-09-01,0.9085
2ca146afdc417229cb341acc762228af,2018-09-01,0.9085
178aa3ff5ef686b49041d63944951729,2018-09-01,0.9083
30d600f278c689c07360b4124cb9a73d,2018-09-01,0.9082
406aefddac1b54a36022ef32ffe6ed5f,2018-09-01,0.9081
d88c6d8c0caed386e83167dc6c448dc9,2018-09-01,0.9076
a56d7533e35b29f5c591bf498b6cc6d1,2018-09-01,0.9075
7e5ea35b3b148a29f6ea845f1096757c,2018-09-01,0.9057
deb36ab6f093fd67bc5eb3801b6d4390,2018-09-01,0.9053
ed1dab3e2a156ab47043d93fae898a0d,2018-09-01,0.9052
03bc76887b06f1e7fb81d0513018165e,2018-09-01,0.905
cf2c9ff6ae4eebe3a21b152f21cdd3e3,2018-09-01,0.9048
d99f6517413453aac88d83b92746add4,2018-09-01,0.9047
580670a27cdf4e994deb2c8c8e669a46,2018-09-01,0.9047
00fd4a627a3b93cff0729f0b3554640d,2018-09-01,0.9039
03bd7c8563706d3a512250498f0706c0,2018-09-01,0.9039
3f591bdca999989260411d00a0bcd57e,2018-09-01,0.9038
ab93bfed86e2417198d66cf58945442e,2018-09-01,0.9038
faebd6e1e9e861b140588f5e459536de,2018-09-01,0.9036
2ee7ec1f76d53708b7665e5b28a80ff1,2018-09-01,0.9028
030e2ece69927969001c9b85eac2c9b7,2018-09-01,0.9027
cb36af177245c06f2eec15fb7afd4c72,2018-09-01,0.9022
c3a7e076f7c03a272a069709bed9c93c,2018-09-01,0.9021
80c663ae112847b03d69e4eb1e041024,2018-09-01,0.902
2c35d207315b638d53e7730724427348,2018-09-01,0.9014
d50c10b739ca1b20e38519852508ad9b,2018-09-01,0.9012
7907a8922cbf4d1a8e69be57757e2812,2018-09-01,0.9011
97107c892093c359b94a37cf51e09d27,2018-09-01,0.9007
382d87ad789873a3337747526a053bd9,2018-09-01,0.9006
274f2f8f9f5b99d70b2cf9c1115722b1,2018-09-01,0.8997
4bb176788486ddcb78b776113c086b36,2018-09-01,0.8995
188b4725e34369a393ae43a6f7703876,2018-09-01,0.8993
c865881f15d8af063e388419469bc228,2018-09-01,0.8991
7b6f4a6d512f5bea2c5553d333db37e7,2018-09-01,0.8987
7974f57adaf05f72a06c307cad9db6f7,2018-09-01,0.8979
7de82cbd5d67c9234798cedfa8e7ce6d,2018-09-01,0.8977
1856e7ddbf6567f246428dee7282b021,2018-09-01,0.8977
eb21f863a49a0d183c4fe97fb5e6b48e,2018-09-01,0.8975
51d749720bbcf42fb9f553160011b42c,2018-09-01,0.8975
839ec7c231c579ed10ddab6610f8f12b,2018-09-01,0.8968
be20851f26648632a9715c1e5491404d,2018-09-01,0.8965
618c92fdec3da9b656706b14ff162913,2018-09-01,0.8964
913f9de018faaa8124e1162c01797f0f,2018-09-01,0.8963
e8fb22638c3bc7ccf312ea7f0a0ce08b,2018-09-01,0.8963
001928b561575b2821c92254a2327d06,2018-09-01,0.8959
e8a425f2b5d885c380a80386d64277b8,2018-09-01,0.8959
2afd8407e92dbb672561a38211ee563a,2018-09-01,0.8958
69afe7c27aadfa869ed76ef5342a4b76,2018-09-01,0.8956
849c147acfd21f9d165c93aed9cb035d,2018-09-01,0.8955
bdc50dc35ff42f9b42da7516d3d443b1,2018-09-01,0.8952
dcd27efb93b723b301f8bac00e5d7e01,2018-09-01,0.8951
2d10ba74e58f46cf7e01fd715430f89c,2018-09-01,0.8949
81cfc2bc23a8deed7ee0c987d50db6be,2018-09-01,0.8948
dba63d24ca222a17945a6aeb6e6c0ef1,2018-09-01,0.8942
5c31a91185eda8bf28dcb69d14c0711a,2018-09-01,0.8939
6afe12a6671753d4c6e52acc8438910b,2018-09-01,0.8935
aa6136c2c6f68032e96438b83be84056,2018-09-01,0.8935
5fc5ae87cad7d2cc96d6a1a70a45268e,2018-09-01,0.8933
5156800ff5ccf6659645449f961c4de0,2018-09-01,0.8932
cb67cd8bfb8891a21073a0c0ca40e6c1,2018-09-01,0.893
d8914408a1f960155489582d080bb52a,2018-09-01,0.893
c98f13bd8800b42134db9d3867aabe2f,2018-09-01,0.8929
1d7762ea2b16037b70804841d539021e,2018-09-01,0.892
076b35e139e2e3de142e4d424d1cfb27,2018-09-01,0.8919
cc81b5498c0ab062c6a4d8464eb6e645,2018-09-01,0.8918
dcadcf861ee65d72a06b67b17b1451fe,2018-09-01,0.8917
ff94b261b86d607ffd45ccb61653aa94,2018-09-01,0.8913
f3501b541c3b593c594d8cf4d6d615c8,2018-09-01,0.8912
fc0bcca3d8d90a812b707bb8e45069d6,2018-09-01,0.8912
c7f2cf5728abafd66680709316b3ecc8,2018-09-01,0.8911
7a1596106b2eba9105f0ca6a5676ab33,2018-09-01,0.891
4afd357c18c56def95623f1faafb2790,2018-09-01,0.8909
b5294575700727d9702ed9c3edebca45,2018-09-01,0.8908
711d3f9ea406a09e7f0ee3a0416e8dc7,2018-09-01,0.8908
8039b3eb4692041e3e7a17a18dffdf84,2018-09-01,0.8907
b4a365450bf1efc7d7935fb4d838c3e7,2018-09-01,0.8906
b65a65447f8a14cef396f6fb89195088,2018-09-01,0.89
120b30bc1bcce19c45e4fa7e7cc1d1e6,2018-09-01,0.8898
f5f0a44fa78dfe218749a60aef972d1c,2018-09-01,0.8897
a1ab8b0f81af19b4b5bf31c33525caa7,2018-09-01,0.8895
607a772369577442a4bd82abaf1623ce,2018-09-01,0.8894
6e0c910d67dc3a55add6f66632b33fb6,2018-09-01,0.8892
b239347d4d27f75a5d272929368ba243,2018-09-01,0.8888
f8705608911e57a47eb024eae31f50cc,2018-09-01,0.8888
1aeda8a7a2736542b65f15a8ff8d0f5c,2018-09-01,0.8888
37d7a8654918a844ec0ce4b049cca9b0,2018-09-01,0.8887
b5f8527886396beec206595ae092f6c1,2018-09-01,0.8885
65290fc39fc326193c8a5b9c71aee62f,2018-09-01,0.8884
23230b975a6783fb7bb5678d90520855,2018-09-01,0.8882
ad95642496074c8644ddc0f8b21f5ecb,2018-09-01,0.8882
f5130e7cd0dc6a46c8a48336818a61f7,2018-09-01,0.8881
c79a078562e39b70a04991294dbfbd96,2018-09-01,0.8881
87ab7ef17c5bf5d49b4688194b5de6e3,2018-09-01,0.888
7e91300f81139c618874a944a0ee0847,2018-09-01,0.8879
1c89ad9872748220ba627f9dbf36d6bc,2018-09-01,0.8878
29196be5455e33f24dc8fcaa916f5a2b,2018-09-01,0.8875
8435a9cfc61e4cc170e657e9bce90f22,2018-09-01,0.8875
fd5db034f0e607b4a7e0aa4697f3935a,2018-09-01,0.8873
48e9301956fcfe86dd5dd7acac05863d,2018-09-01,0.8872
25fa655bc495b310f7d69204489c03c1,2018-09-01,0.8872
ac76983f510db2b3b56267fa6d399773,2018-09-01,0.8871
9070642e8e03c8ee64dea86d5b5eea9f,2018-09-01,0.8868
bf869f6a89c8ba217f47e22359f884f2,2018-09-01,0.8867
3e5f5bb5af4d9b3dd7282e52c4e68d00,2018-09-01,0.8867
487e7e69517aa5d6fe673aa3d46acf06,2018-09-01,0.8866
f74c8f68bd37ba2c2e6e0f5ed1918a46,2018-09-01,0.8866
e5f507134c173e28abe7cb4b71c7c5f8,2018-09-01,0.8866
19af2c88e8c0ea187366bb5d82789df6,2018-09-01,0.8864
dd029a83ea06acacf1e617fa1a702de5,2018-09-01,0.8864
86355a1e848c20a89a37c1c0f2cedf15,2018-09-01,0.8862
3672d762029f6a1869ac18325abf4795,2018-09-01,0.8859
1d5bf38084a1b6251519e2b7cf9a54e8,2018-09-01,0.8859
d0db4c3a552894c215d57c2b52bc1ab2,2018-09-01,0.8858
19f433bebc8caaec7d06d05d170cf314,2018-09-01,0.8857
23ae1bfb4297222c1b522172809a7ca1,2018-09-01,0.8855
2666aeacca810e1dc86fcf9619f56a72,2018-09-01,0.8855
0341bbd5c969923a0f801b9e2d10a7b8,2018-09-01,0.8853
5710203a16b48df3013f69a8f9d6c1e0,2018-09-01,0.8853
5de99aeb246c239dfdb3db80bd8d8379,2018-09-01,0.8852
3bedaf584bf745369453ac59a1d74471,2018-09-01,0.8851
bb248deeeadaa54d461c8817ae807588,2018-09-01,0.885
5691d9e7584b97e1b450398f3476b800,2018-09-01,0.8849
95d39fa16b888b9d41f5a51fe79c40f7,2018-09-01,0.8848
debe6716f0bcb2325600aa2bfa0bc0b6,2018-09-01,0.8847
b5477baf478d1ba4aeb6f0fe116e836d,2018-09-01,0.8845
1389bb86697a3e75ca0e12aebc352480,2018-09-01,0.8845
5fe7677db087a1f3a4078a4fa15c7a56,2018-09-01,0.8844
b0d60f871dec79cae101d9e74c816407,2018-09-01,0.8843
06d17cdfefd3949b0539e6d082de6d99,2018-09-01,0.8842
9620623f9ea546719cb3cd99bbb879a9,2018-09-01,0.8842
b02f8d4c8c69decddc438e6daf08982e,2018-09-01,0.8839
9a79cb8a4015613136f6ef3aa9d3b73e,2018-09-01,0.8839
6520a1a8bce100de25c96abc04cfbdb1,2018-09-01,0.8839
101d2a28e8392e031e603a758777f4f2,2018-09-01,0.8838
3d86b969fd5c7e342968ee81b92b6b06,2018-09-01,0.8837
8259b1b1f125ab7649d39ad67c8505f7,2018-09-01,0.8836
089e0b8881ba4daa4ead7b2332dd16fa,2018-09-01,0.8834
0025795df7a7d077c4c90162fa820085,2018-09-01,0.8833
295a7ed260876764d707e2ae1c62f22c,2018-09-01,0.8831
a0988feb55f4bf6cd3643c2a0d8d3899,2018-09-01,0.8831
ef58367f6474f46b8188c8635a31d18a,2018-09-01,0.883
2511b2cb0bc9e10029502620f5c16550,2018-09-01,0.8828
c516ab5d3734828829370782add9a630,2018-09-01,0.8828
46d42c60487c64480765a312ee6172c8,2018-09-01,0.8827
a1d02d8e96f1691603036bfcad4df844,2018-09-01,0.8824
61ac7e9c4e03f8bfcc5ce5cd7c0fd2ce,2018-09-01,0.882
7460731fb0cb8186c3bf15d30aba3724,2018-09-01,0.8819
ec86637887817c3f409600ccd5e5813d,2018-09-01,0.8818
b496bda4b2d6934b9e731a96889fd89e,2018-09-01,0.8818
8c60a63f751a4c744a3629ebf560041f,2018-09-01,0.8815
24b7e460db28210f33d13d8ce5918fc4,2018-09-01,0.8814
0cad1c6c08ef74b3ae7818514c158258,2018-09-01,0.881
9648ed501d8dbf31fda943cd91da7d18,2018-09-01,0.8809
aa7601db46d40e3f6a3a8a7d72797729,2018-09-01,0.8809
113d43d09dded33b8e67b5f981d08cf3,2018-09-01,0.8808
50344414b85e2dc2ef9fc59c456aab28,2018-09-01,0.8808
ddbf3f9173b2137e15cf7d9499a47b37,2018-09-01,0.8807
b2ccf88b60413e6fb2b27e997216c0f7,2018-09-01,0.8807
a3622d74e3fb06adffb4f8aed8a53175,2018-09-01,0.8807
ea7f83b40a8b601abe9fec2ec831ef66,2018-09-01,0.8805
36daea52b0391fe31b9f5696e227beef,2018-09-01,0.8804
14cf1de486a8a3a9373a4eb38f8f5506,2018-09-01,0.8802
a4238bd7610115c6ba248432a104766a,2018-09-01,0.8802
5400f306b4ccbfb62154912056de293e,2018-09-01,0.8798
c3250286ba5655a8d4a12ded47a5348a,2018-09-01,0.8796
c0c58988406361831aafd19285de4149,2018-09-01,0.8796
7b4a91076722dc7d9922d8645b65ff89,2018-09-01,0.8793
a437e42f784a39406852ce706b09ffb2,2018-09-01,0.8793
f2ff5e0c019599cf64ffb9896edc4fee,2018-09-01,0.8793
dcf39ffb0de2236c5c6843f1c3f5e080,2018-09-01,0.8791
d40aaaf342e2e82da754042ef4f0dcca,2018-09-01,0.879
b1509fcb21da7376ef86182f65298ded,2018-09-01,0.8788
faf67caa1cf9020d82b7479672ffe66e,2018-09-01,0.8786
71c98a01b26884386e5c68ac5b09054a,2018-09-01,0.878
1a21e0712b4e6c6b4a4832493b544a4b,2018-09-01,0.878
ad96c893319ca7c9235194c71c936464,2018-09-01,0.8779
c9f2b70eaddf459267a9de373aaf743b,2018-09-01,0.8778
99f1bb5c77e0fd15dba3b99bf70042b2,2018-09-01,0.8778
b4ad67431146fdf3b8243bff534a61d7,2018-09-01,0.8774
ba7a1b9e31b148e55b016a0c1ffc60b8,2018-09-01,0.8773
4923b8ab746ce20a1fd5e6cb567a948b,2018-09-01,0.8773
9a15238309e761acead5d7f3aa886baa,2018-09-01,0.8771
ca1bc4c1f280b7d3503e1d946e1f5b68,2018-09-01,0.877
bacc5ea5a06e45a99a88e8ffb19c3ee7,2018-09-01,0.8769
9361aa5e3772dd008881e7126471406d,2018-09-01,0.8768
83be9597caaf2ff1ad90bace79385397,2018-09-01,0.8768
32326030f94a88d5f606830e9f528349,2018-09-01,0.8768
bfd8eb57759f69e3dfb7797e89dec292,2018-09-01,0.8766
846473950f551726568ca32928a13fcc,2018-09-01,0.8765
682ccf21d70f2c2e037c35adc2888109,2018-09-01,0.8761
30b94abdcaa5b08d5d78bb3bac7a594d,2018-09-01,0.876
fef62bb69c27d647eb69eaac077cf3d7,2018-09-01,0.8756
5212c50e79fe1349b9894f6508b401d8,2018-09-01,0.8755
9f5b78334246addf67c6b0545bc7dd2b,2018-09-01,0.8755
0b250fad0a31349ac02bc975480096b2,2018-09-01,0.8753
8d2cc82dae0f2b1bb8667a2eedcd8c71,2018-09-01,0.8753
df69205330ca51a4f5312b0ac01918f3,2018-09-01,0.8753
d18125b8c0fcffd0da676d56fb581bee,2018-09-01,0.8751
efe8f87089ec28b1a681c20afa307784,2018-09-01,0.8751
43cf4a43292dc5137517632a0683d645,2018-09-01,0.875
e4c86e662d2175b91ad7c9615024b408,2018-09-01,0.8745
7db0eba759379d3a68e2922bb970c48c,2018-09-01,0.8745
7caf7197bf231963249e66cb4ce875d5,2018-09-01,0.8743
726307c405409d3187974c84ffff97e6,2018-09-01,0.8743
f310870c0f40daadb81e3a81ea65ee2a,2018-09-01,0.8742
deea7416e5baacd083b67f25fe2cd142,2018-09-01,0.8742
5f84bc5493b64eacb5885015400870dd,2018-09-01,0.8741
66f0798f6d6678e98714e62c1f7735a7,2018-09-01,0.8738
3e3d56f9737c010ccb5b67c601a18b53,2018-09-01,0.8734
1fb5645611bf27d5e69925e1d4f5b6cf,2018-09-01,0.8734
3be4334db5ff06c6940d580f36424fab,2018-09-01,0.8733
bf06b935e76a7545da01410a6befbb1c,2018-09-01,0.8733
